timestamp,error_xy,dx,dy,cube_x,cube_y,cube_z,ee_x,ee_y,ee_z,confidence,control_mode
29.860000,0.306969,-0.306969,-0.000073,0.000000,0.000000,0.000000,0.306969,0.000073,0.486943,0.000000,manual
30.327000,0.306970,-0.306970,-0.000073,0.000000,0.000000,0.000000,0.306970,0.000073,0.486946,0.000000,manual
30.355000,0.306969,-0.306969,-0.000072,0.000000,0.000000,0.000000,0.306969,0.000072,0.486943,0.000000,manual
30.383000,0.307542,-0.307542,-0.000052,0.000000,0.000000,0.000000,0.307542,0.000052,0.486965,0.000000,manual
30.412000,0.309510,-0.309509,-0.000128,0.000000,0.000000,0.000000,0.309509,0.000128,0.486942,0.000000,manual
30.443000,0.311844,-0.311844,-0.000273,0.000000,0.000000,0.000000,0.311844,0.000273,0.486816,0.000000,manual
30.473000,0.314083,-0.314082,-0.000423,0.000000,0.000000,0.000000,0.314082,0.000423,0.486658,0.000000,manual
30.503000,0.316428,-0.316428,-0.000578,0.000000,0.000000,0.000000,0.316428,0.000578,0.486487,0.000000,manual
30.533000,0.318585,-0.318584,-0.000703,0.000000,0.000000,0.000000,0.318584,0.000703,0.486345,0.000000,manual
30.563000,0.320524,-0.320523,-0.000793,0.000000,0.000000,0.000000,0.320523,0.000793,0.486241,0.000000,manual
30.593000,0.322414,-0.322413,-0.000855,0.000000,0.000000,0.000000,0.322413,0.000855,0.486174,0.000000,manual
30.623000,0.324056,-0.324055,-0.000876,0.000000,0.000000,0.000000,0.324055,0.000876,0.486152,0.000000,manual
30.654000,0.325560,-0.325558,-0.000863,0.000000,0.000000,0.000000,0.325558,0.000863,0.486166,0.000000,manual
30.685000,0.326875,-0.326874,-0.000816,0.000000,0.000000,0.000000,0.326874,0.000816,0.486220,0.000000,manual
30.715000,0.327947,-0.327946,-0.000751,0.000000,0.000000,0.000000,0.327946,0.000751,0.486293,0.000000,manual
30.745000,0.328936,-0.328935,-0.000659,0.000000,0.000000,0.000000,0.328935,0.000659,0.486393,0.000000,manual
30.775000,0.329754,-0.329753,-0.000558,0.000000,0.000000,0.000000,0.329753,0.000558,0.486502,0.000000,manual
30.806000,0.330468,-0.330468,-0.000446,0.000000,0.000000,0.000000,0.330468,0.000446,0.486623,0.000000,manual
30.835000,0.331050,-0.331050,-0.000336,0.000000,0.000000,0.000000,0.331050,0.000336,0.486728,0.000000,manual
30.861000,0.331818,-0.331818,-0.000244,0.000000,0.000000,0.000000,0.331818,0.000244,0.486838,0.000000,manual
30.890000,0.332810,-0.332810,-0.000164,0.000000,0.000000,0.000000,0.332810,0.000164,0.486923,0.000000,manual
30.920000,0.334013,-0.334013,-0.000110,0.000000,0.000000,0.000000,0.334013,0.000110,0.486981,0.000000,manual
30.950000,0.335401,-0.335401,-0.000083,0.000000,0.000000,0.000000,0.335401,0.000083,0.487009,0.000000,manual
30.981000,0.337036,-0.337036,-0.000083,0.000000,0.000000,0.000000,0.337036,0.000083,0.487011,0.000000,manual
32.967000,0.403284,-0.403284,-0.000224,0.000000,0.000000,0.000000,0.403284,0.000224,0.486845,0.000000,manual
32.967000,0.403284,-0.403284,-0.000224,0.000000,0.000000,0.000000,0.403284,0.000224,0.486845,0.000000,manual
