timestamp,error_xy,dx,dy,cube_x,cube_y,cube_z,ee_x,ee_y,ee_z,confidence,control_mode
18.458000,0.189968,-0.184602,-0.044835,0.122292,-0.044812,0.090000,0.306894,0.000023,0.486881,1.000000,follow
20.459000,0.074655,0.068459,0.029776,0.266150,0.002802,0.153000,0.197690,-0.026974,0.487175,1.000000,follow
22.458000,0.083271,0.034828,-0.075638,0.300281,-0.072579,0.197100,0.265453,0.003059,0.487065,1.000000,follow
24.458000,0.151711,0.107053,-0.107498,0.374219,-0.108524,0.227970,0.267166,-0.001026,0.487057,1.000000,follow
26.458000,0.132806,0.110313,-0.073950,0.429543,-0.127864,0.249579,0.319231,-0.053914,0.486967,1.000000,follow
28.457000,0.161619,0.144730,0.071932,0.510221,-0.013550,0.264705,0.365491,-0.085481,0.486916,1.000000,follow
30.459000,0.078950,0.020412,0.076266,0.462341,0.027173,0.275294,0.441929,-0.049093,0.486886,1.000000,follow
32.458000,0.055418,-0.037020,-0.041239,0.427425,-0.012871,0.282706,0.464445,0.028368,0.486882,1.000000,follow
34.458000,0.031575,-0.009250,0.030189,0.418859,0.017273,0.287894,0.428110,-0.012916,0.486904,1.000000,follow
36.459000,0.068989,-0.018037,0.066590,0.400987,0.084323,0.291526,0.419024,0.017733,0.486915,1.000000,follow
38.458000,0.049799,-0.000038,-0.049799,0.400735,0.035803,0.294068,0.400774,0.085603,0.486922,1.000000,follow
40.460000,0.108452,0.081330,0.071744,0.482052,0.107443,0.295848,0.400722,0.035699,0.486946,1.000000,follow
42.457000,0.055619,0.029666,-0.047046,0.452814,0.008458,0.297093,0.423148,0.055505,0.486926,1.000000,follow
44.458000,0.072826,0.027861,-0.067286,0.481709,-0.059058,0.297965,0.453848,0.008228,0.486927,1.000000,follow
46.459000,0.045580,-0.037936,-0.025267,0.444715,-0.085509,0.298576,0.482651,-0.060242,0.486916,1.000000,follow
48.458000,0.101635,-0.042429,0.092355,0.402395,0.005943,0.299003,0.444824,-0.086413,0.486999,1.000000,follow
50.458000,0.106471,0.053488,0.092060,0.488555,0.026238,0.299302,0.435067,-0.065822,0.486982,1.000000,follow
56.670000,0.071194,0.032076,0.063559,0.480949,0.022554,0.233057,0.448874,-0.041005,0.486991,0.921875,follow
58.670000,0.006855,-0.005479,-0.004120,0.476034,0.020194,0.187496,0.481513,0.024314,0.486843,0.922363,follow
72.617000,0.067160,0.067090,-0.003059,0.543149,0.017134,0.221247,0.476059,0.020193,0.486844,1.000000,follow
72.717000,0.060727,0.060717,-0.001057,0.552526,0.017005,0.225972,0.491809,0.018062,0.486686,1.000000,follow
72.817000,0.048812,0.048785,0.001634,0.561315,0.017183,0.230414,0.512530,0.015550,0.485030,1.000000,follow
72.917000,0.038077,0.037961,0.002972,0.569542,0.017648,0.234589,0.531581,0.014676,0.484034,1.000000,follow
73.017000,0.029747,0.029579,0.003151,0.577235,0.018383,0.238514,0.547656,0.015231,0.483663,1.000000,follow
73.117000,0.023706,0.023534,0.002849,0.584417,0.019369,0.242203,0.560884,0.016520,0.483675,1.000000,follow
73.217000,0.019527,0.019357,0.002570,0.591113,0.020591,0.245671,0.571756,0.018021,0.483881,1.000000,follow
73.317000,0.016817,0.016622,0.002550,0.597344,0.022033,0.248930,0.580722,0.019483,0.484146,1.000000,follow
73.417000,0.014911,0.014651,0.002769,0.603130,0.023680,0.251995,0.588479,0.020910,0.484407,1.000000,follow
73.517000,0.013720,0.013340,0.003205,0.608492,0.025517,0.254875,0.595151,0.022312,0.484623,1.000000,follow
73.617000,0.012930,0.012370,0.003767,0.613446,0.027533,0.257582,0.601076,0.023766,0.484794,1.000000,follow
73.717000,0.012361,0.011569,0.004352,0.618011,0.029712,0.260128,0.606442,0.025360,0.484910,1.000000,follow
73.817000,0.011951,0.010881,0.004943,0.622203,0.032044,0.262520,0.611322,0.027101,0.484992,1.000000,follow
73.917000,0.011495,0.010117,0.005457,0.626037,0.034517,0.264769,0.615920,0.029060,0.485052,1.000000,follow
74.017000,0.011096,0.009382,0.005924,0.629527,0.037119,0.266883,0.620145,0.031195,0.485086,1.000000,follow
74.118000,0.010750,0.008664,0.006363,0.632720,0.039867,0.268889,0.624055,0.033504,0.485118,1.000000,follow
74.217000,0.010321,0.007865,0.006684,0.635534,0.042666,0.270737,0.627669,0.035982,0.485146,1.000000,follow
74.317000,0.009961,0.007096,0.006990,0.638073,0.045594,0.272493,0.630977,0.038604,0.485167,1.000000,follow
74.417000,0.009699,0.006382,0.007304,0.640320,0.048612,0.274144,0.633938,0.041308,0.485200,1.000000,follow
74.517000,0.009475,0.005676,0.007587,0.642284,0.051710,0.275695,0.636609,0.044123,0.485240,1.000000,follow
74.617000,0.009281,0.004979,0.007832,0.643978,0.054879,0.277153,0.638999,0.047047,0.485273,1.000000,follow
74.717000,0.009127,0.004297,0.008052,0.645409,0.058113,0.278524,0.641112,0.050060,0.485311,1.000000,follow
74.817000,0.008997,0.003620,0.008237,0.646589,0.061401,0.279813,0.642969,0.053165,0.485347,1.000000,follow
74.917000,0.008895,0.002957,0.008389,0.647525,0.064739,0.281024,0.644568,0.056350,0.485379,1.000000,follow
75.017000,0.008843,0.002317,0.008534,0.648226,0.068116,0.282162,0.645909,0.059582,0.485421,1.000000,follow
75.117000,0.008806,0.001689,0.008643,0.648701,0.071528,0.283233,0.647012,0.062885,0.485462,1.000000,follow
75.217000,0.008806,0.001087,0.008738,0.648957,0.074967,0.284239,0.647870,0.066229,0.485494,1.000000,follow
75.317000,0.008831,0.000515,0.008816,0.649002,0.078427,0.285184,0.648487,0.069611,0.485535,1.000000,follow
75.417000,0.008870,-0.000048,0.008870,0.648842,0.081901,0.286073,0.648890,0.073031,0.485576,1.000000,follow
75.517000,0.008922,-0.000592,0.008903,0.648485,0.085383,0.286909,0.649076,0.076481,0.485610,1.000000,follow
75.617000,0.009001,-0.001107,0.008932,0.647936,0.088869,0.287694,0.649043,0.079936,0.485651,1.000000,follow
75.717000,0.009088,-0.001614,0.008943,0.647203,0.092351,0.288433,0.648816,0.083408,0.485693,1.000000,follow
75.817000,0.009190,-0.002100,0.008947,0.646290,0.095825,0.289127,0.648390,0.086878,0.485723,1.000000,follow
75.918000,0.009331,-0.002568,0.008971,0.645194,0.099321,0.289786,0.647761,0.090350,0.485761,1.000000,follow
76.017000,0.009430,-0.003013,0.008936,0.643954,0.102727,0.290392,0.646967,0.093791,0.485797,1.000000,follow
76.117000,0.009514,-0.003236,0.008947,0.642539,0.106147,0.290969,0.645775,0.097200,0.485672,1.000000,follow
76.217000,0.009664,-0.003391,0.009049,0.640967,0.109539,0.291511,0.644358,0.100490,0.485569,1.000000,follow
76.317000,0.009783,-0.003716,0.009049,0.639243,0.112899,0.292020,0.642959,0.103850,0.485521,1.000000,follow
76.418000,0.009911,-0.004160,0.008996,0.637353,0.116256,0.292504,0.641513,0.107260,0.485486,1.000000,follow
76.517000,0.009995,-0.004530,0.008909,0.635361,0.119505,0.292949,0.639892,0.110595,0.485412,1.000000,follow
76.617000,0.010052,-0.004933,0.008759,0.633210,0.122743,0.293372,0.638143,0.113985,0.485390,1.000000,follow
76.717000,0.010098,-0.005365,0.008555,0.630927,0.125934,0.293770,0.636291,0.117379,0.485377,1.000000,follow
76.817000,0.010129,-0.005772,0.008323,0.628514,0.129072,0.294144,0.634286,0.120750,0.485385,1.000000,follow
76.917000,0.010164,-0.006167,0.008079,0.625977,0.132155,0.294495,0.632144,0.124076,0.485405,1.000000,follow
77.017000,0.010220,-0.006540,0.007854,0.623321,0.135179,0.294825,0.629861,0.127326,0.485422,1.000000,follow
77.117000,0.010280,-0.006872,0.007646,0.620548,0.138141,0.295136,0.627420,0.130495,0.485450,1.000000,follow
77.217000,0.010350,-0.007189,0.007445,0.617663,0.141037,0.295428,0.624853,0.133591,0.485482,1.000000,follow
77.317000,0.010420,-0.007485,0.007249,0.614671,0.143864,0.295702,0.622156,0.136616,0.485507,1.000000,follow
77.417000,0.010493,-0.007754,0.007070,0.611574,0.146620,0.295960,0.619328,0.139550,0.485538,1.000000,follow
77.517000,0.010569,-0.008016,0.006888,0.608378,0.149302,0.296202,0.616394,0.142414,0.485568,1.000000,follow
77.617000,0.010636,-0.008263,0.006697,0.605085,0.151906,0.296430,0.613348,0.145209,0.485589,1.000000,follow
77.717000,0.010703,-0.008492,0.006514,0.601700,0.154431,0.296644,0.610192,0.147917,0.485615,1.000000,follow
77.817000,0.010770,-0.008720,0.006320,0.598226,0.156874,0.296846,0.606947,0.150554,0.485640,1.000000,follow
77.917000,0.010829,-0.008938,0.006113,0.594667,0.159232,0.297035,0.603606,0.153120,0.485658,1.000000,follow
78.017000,0.010886,-0.009142,0.005910,0.591027,0.161504,0.297213,0.600169,0.155594,0.485681,1.000000,follow
