timestamp,error_xy,dx,dy,cube_x,cube_y,cube_z,ee_x,ee_y,ee_z,confidence,control_mode
33.812000,0.306905,-0.306905,-0.000041,0.000000,0.000000,0.000000,0.306905,0.000041,0.486872,0.000000,manual
34.361000,0.330473,-0.330473,-0.000407,0.000000,0.000000,0.000000,0.330473,0.000407,0.486557,0.000000,manual
34.599000,0.334760,-0.334760,0.000237,0.000000,0.000000,0.000000,0.334760,-0.000237,0.487171,0.000000,manual
34.783000,0.338168,-0.338168,0.000255,0.000000,0.000000,0.000000,0.338168,-0.000255,0.487155,0.000000,manual
35.265000,0.358353,-0.358353,-0.000332,0.000000,0.000000,0.000000,0.358353,0.000332,0.486610,0.000000,manual
35.295000,0.358995,-0.358995,-0.000250,0.000000,0.000000,0.000000,0.358995,0.000250,0.486693,0.000000,manual
35.324000,0.359524,-0.359524,-0.000167,0.000000,0.000000,0.000000,0.359524,0.000167,0.486779,0.000000,manual
35.355000,0.359997,-0.359997,-0.000076,0.000000,0.000000,0.000000,0.359997,0.000076,0.486862,0.000000,manual
35.385000,0.360469,-0.360469,0.000007,0.000000,0.000000,0.000000,0.360469,-0.000007,0.486948,0.000000,manual
35.414000,0.361229,-0.361229,0.000070,0.000000,0.000000,0.000000,0.361229,-0.000070,0.487022,0.000000,manual
35.444000,0.362164,-0.362164,0.000101,0.000000,0.000000,0.000000,0.362164,-0.000101,0.487061,0.000000,manual
35.472000,0.363295,-0.363295,0.000100,0.000000,0.000000,0.000000,0.363295,-0.000100,0.487068,0.000000,manual
35.500000,0.364582,-0.364582,0.000077,0.000000,0.000000,0.000000,0.364582,-0.000077,0.487044,0.000000,manual
35.530000,0.366151,-0.366151,0.000027,0.000000,0.000000,0.000000,0.366151,-0.000027,0.486996,0.000000,manual
35.560000,0.367846,-0.367846,-0.000040,0.000000,0.000000,0.000000,0.367846,0.000040,0.486935,0.000000,manual
35.590000,0.369769,-0.369769,-0.000125,0.000000,0.000000,0.000000,0.369769,0.000125,0.486854,0.000000,manual
35.620000,0.371830,-0.371829,-0.000218,0.000000,0.000000,0.000000,0.371829,0.000218,0.486763,0.000000,manual
35.650000,0.374090,-0.374090,-0.000316,0.000000,0.000000,0.000000,0.374090,0.000316,0.486665,0.000000,manual
35.680000,0.376465,-0.376465,-0.000413,0.000000,0.000000,0.000000,0.376465,0.000413,0.486579,0.000000,manual
35.710000,0.378904,-0.378904,-0.000509,0.000000,0.000000,0.000000,0.378904,0.000509,0.486489,0.000000,manual
35.741000,0.381518,-0.381518,-0.000598,0.000000,0.000000,0.000000,0.381518,0.000598,0.486408,0.000000,manual
35.772000,0.384188,-0.384188,-0.000678,0.000000,0.000000,0.000000,0.384188,0.000678,0.486342,0.000000,manual
37.770000,0.417007,-0.417007,-0.000118,0.000000,0.000000,0.000000,0.417007,0.000118,0.486831,0.000000,manual
38.262000,0.400686,-0.400117,-0.021339,0.000000,0.000000,0.000000,0.400117,0.021339,0.487966,0.000000,manual
38.292000,0.399901,-0.399278,-0.022328,0.000000,0.000000,0.000000,0.399278,0.022328,0.487727,0.000000,manual
38.320000,0.399245,-0.398573,-0.023146,0.000000,0.000000,0.000000,0.398573,0.023146,0.487492,0.000000,manual
38.350000,0.398640,-0.397924,-0.023895,0.000000,0.000000,0.000000,0.397924,0.023895,0.487250,0.000000,manual
38.378000,0.398129,-0.397370,-0.024573,0.000000,0.000000,0.000000,0.397370,0.024573,0.487021,0.000000,manual
38.404000,0.397726,-0.396913,-0.025416,0.000000,0.000000,0.000000,0.396913,0.025416,0.486794,0.000000,manual
38.435000,0.397386,-0.396500,-0.026523,0.000000,0.000000,0.000000,0.396500,0.026523,0.486589,0.000000,manual
38.463000,0.397160,-0.396189,-0.027754,0.000000,0.000000,0.000000,0.396189,0.027754,0.486446,0.000000,manual
38.493000,0.397032,-0.395957,-0.029198,0.000000,0.000000,0.000000,0.395957,0.029198,0.486341,0.000000,manual
38.523000,0.396995,-0.395788,-0.030936,0.000000,0.000000,0.000000,0.395788,0.030936,0.486289,0.000000,manual
38.554000,0.397043,-0.395688,-0.032774,0.000000,0.000000,0.000000,0.395688,0.032774,0.486285,0.000000,manual
38.583000,0.397165,-0.395640,-0.034765,0.000000,0.000000,0.000000,0.395640,0.034765,0.486314,0.000000,manual
38.612000,0.397332,-0.395629,-0.036742,0.000000,0.000000,0.000000,0.395629,0.036742,0.486364,0.000000,manual
38.639000,0.397543,-0.395650,-0.038746,0.000000,0.000000,0.000000,0.395650,0.038746,0.486426,0.000000,manual
38.667000,0.397810,-0.395691,-0.041005,0.000000,0.000000,0.000000,0.395691,0.041005,0.486502,0.000000,manual
38.697000,0.398127,-0.395749,-0.043449,0.000000,0.000000,0.000000,0.395749,0.043449,0.486586,0.000000,manual
38.728000,0.398478,-0.395817,-0.045972,0.000000,0.000000,0.000000,0.395817,0.045972,0.486672,0.000000,manual
38.757000,0.398864,-0.395890,-0.048620,0.000000,0.000000,0.000000,0.395890,0.048620,0.486749,0.000000,manual
38.787000,0.399279,-0.395966,-0.051331,0.000000,0.000000,0.000000,0.395966,0.051331,0.486828,0.000000,manual
38.816000,0.399698,-0.396033,-0.054002,0.000000,0.000000,0.000000,0.396033,0.054002,0.486899,0.000000,manual
38.847000,0.400173,-0.396105,-0.056915,0.000000,0.000000,0.000000,0.396105,0.056915,0.486964,0.000000,manual
38.879000,0.400682,-0.396167,-0.059976,0.000000,0.000000,0.000000,0.396167,0.059976,0.487017,0.000000,manual
38.908000,0.401158,-0.396216,-0.062774,0.000000,0.000000,0.000000,0.396216,0.062774,0.487063,0.000000,manual
38.938000,0.401665,-0.396256,-0.065699,0.000000,0.000000,0.000000,0.396256,0.065699,0.487094,0.000000,manual
39.292000,0.406731,-0.395703,-0.094067,0.000000,0.000000,0.000000,0.395703,0.094067,0.486675,0.000000,manual
39.478000,0.407416,-0.395105,-0.099397,0.000000,0.000000,0.000000,0.395105,0.099397,0.486059,0.000000,manual
40.167000,0.414092,-0.395681,-0.122103,0.000000,0.000000,0.000000,0.395681,0.122103,0.486607,0.000000,manual
40.167000,0.414095,-0.395683,-0.122106,0.000000,0.000000,0.000000,0.395683,0.122106,0.486605,0.000000,manual
