timestamp,error_xy,dx,dy,cube_x,cube_y,cube_z,ee_x,ee_y,ee_z,confidence,control_mode
14.906000,0.306897,-0.306897,-0.000029,0.000000,0.000000,0.000000,0.306897,0.000029,0.486865,0.000000,manual
15.002000,0.306902,-0.306902,-0.000034,0.000000,0.000000,0.000000,0.306902,0.000034,0.486871,0.000000,manual
15.099000,0.306897,-0.306897,-0.000029,0.000000,0.000000,0.000000,0.306897,0.000029,0.486870,0.000000,manual
15.196000,0.306897,-0.306897,-0.000029,0.000000,0.000000,0.000000,0.306897,0.000029,0.486870,0.000000,manual
15.288000,0.306892,-0.306892,-0.000026,0.000000,0.000000,0.000000,0.306892,0.000026,0.486873,0.000000,manual
15.383000,0.306895,-0.306895,-0.000028,0.000000,0.000000,0.000000,0.306895,0.000028,0.486867,0.000000,manual
15.480000,0.306985,-0.306985,-0.000028,0.000000,0.000000,0.000000,0.306985,0.000028,0.486886,0.000000,manual
15.579000,0.307031,-0.307031,-0.000014,0.000000,0.000000,0.000000,0.307031,0.000014,0.486895,0.000000,manual
15.678000,0.307024,-0.307024,-0.000011,0.000000,0.000000,0.000000,0.307024,0.000011,0.486902,0.000000,manual
15.778000,0.306988,-0.306988,-0.000012,0.000000,0.000000,0.000000,0.306988,0.000012,0.486895,0.000000,manual
15.869000,0.306957,-0.306957,-0.000028,0.000000,0.000000,0.000000,0.306957,0.000028,0.486884,0.000000,manual
15.968000,0.306917,-0.306917,-0.000040,0.000000,0.000000,0.000000,0.306917,0.000040,0.486875,0.000000,manual
16.056000,0.306881,-0.306881,-0.000042,0.000000,0.000000,0.000000,0.306881,0.000042,0.486863,0.000000,manual
16.149000,0.306860,-0.306860,-0.000051,0.000000,0.000000,0.000000,0.306860,0.000051,0.486861,0.000000,manual
16.240000,0.306844,-0.306844,-0.000054,0.000000,0.000000,0.000000,0.306844,0.000054,0.486860,0.000000,manual
16.329000,0.306841,-0.306841,-0.000058,0.000000,0.000000,0.000000,0.306841,0.000058,0.486858,0.000000,manual
16.422000,0.306843,-0.306843,-0.000058,0.000000,0.000000,0.000000,0.306843,0.000058,0.486857,0.000000,manual
16.520000,0.306851,-0.306851,-0.000058,0.000000,0.000000,0.000000,0.306851,0.000058,0.486857,0.000000,manual
16.619000,0.306860,-0.306860,-0.000057,0.000000,0.000000,0.000000,0.306860,0.000057,0.486859,0.000000,manual
16.719000,0.306871,-0.306871,-0.000054,0.000000,0.000000,0.000000,0.306871,0.000054,0.486862,0.000000,manual
16.818000,0.306885,-0.306885,-0.000053,0.000000,0.000000,0.000000,0.306885,0.000053,0.486868,0.000000,manual
16.913000,0.306893,-0.306893,-0.000050,0.000000,0.000000,0.000000,0.306893,0.000050,0.486870,0.000000,manual
17.012000,0.306896,-0.306896,-0.000045,0.000000,0.000000,0.000000,0.306896,0.000045,0.486870,0.000000,manual
17.112000,0.306901,-0.306901,-0.000044,0.000000,0.000000,0.000000,0.306901,0.000044,0.486871,0.000000,manual
17.212000,0.306907,-0.306907,-0.000047,0.000000,0.000000,0.000000,0.306907,0.000047,0.486874,0.000000,manual
17.311000,0.306909,-0.306909,-0.000046,0.000000,0.000000,0.000000,0.306909,0.000046,0.486875,0.000000,manual
