timestamp,error_xy,dx,dy,cube_x,cube_y,cube_z,ee_x,ee_y,ee_z,confidence,control_mode
1757491472.018256,0.164253,0.164239,-0.002083,0.469344,-0.003454,0.082911,0.305105,-0.001371,0.485776,0.887207,manual
1757491472.028208,0.164254,0.164240,-0.002083,0.469344,-0.003454,0.082911,0.305104,-0.001371,0.485776,0.887207,manual
1757491472.038229,0.164253,0.164239,-0.002083,0.469344,-0.003454,0.082911,0.305105,-0.001371,0.485775,0.887207,manual
1757491472.048164,0.165396,0.165393,-0.000962,0.470499,-0.002334,0.082911,0.305106,-0.001372,0.485777,0.891113,manual
1757491472.058233,0.165397,0.165394,-0.000962,0.470499,-0.002334,0.082911,0.305105,-0.001372,0.485776,0.891113,manual
1757491472.068345,0.165397,0.165394,-0.000963,0.470499,-0.002334,0.082911,0.305105,-0.001371,0.485776,0.891113,manual
1757491472.078209,0.163630,0.163619,-0.001907,0.468724,-0.003280,0.086184,0.305105,-0.001373,0.485776,0.886230,manual
1757491472.088282,0.163630,0.163619,-0.001908,0.468724,-0.003280,0.086184,0.305106,-0.001371,0.485776,0.886230,manual
1757491472.098204,0.163629,0.163618,-0.001909,0.468724,-0.003280,0.086184,0.305106,-0.001371,0.485777,0.886230,manual
1757491472.108185,0.163630,0.163619,-0.001907,0.468724,-0.003280,0.086184,0.305105,-0.001372,0.485776,0.886230,manual
1757491472.118260,0.166571,0.166565,-0.001397,0.471670,-0.002768,0.084726,0.305105,-0.001371,0.485777,0.891602,manual
1757491472.128210,0.166571,0.166565,-0.001397,0.471670,-0.002768,0.084726,0.305105,-0.001371,0.485778,0.891602,manual
1757491472.148317,0.167190,0.167187,0.000969,0.472291,-0.000403,0.083387,0.305104,-0.001373,0.485777,0.898438,manual
1757491472.188277,0.166605,0.166602,-0.001043,0.472000,-0.002419,0.082545,0.305398,-0.001376,0.485850,0.892578,manual
1757491472.198214,0.166396,0.166393,-0.001044,0.472000,-0.002419,0.082545,0.305607,-0.001374,0.485896,0.892578,manual
1757491472.208164,0.166102,0.166099,-0.001042,0.472000,-0.002419,0.082545,0.305901,-0.001377,0.485937,0.892578,manual
1757491472.228240,0.164253,0.164250,-0.000989,0.471124,-0.002367,0.083387,0.306874,-0.001378,0.486021,0.889648,manual
1757491472.248296,0.161051,0.161040,-0.001903,0.469366,-0.003279,0.085565,0.308326,-0.001376,0.486109,0.896973,manual
1757491472.258265,0.160235,0.160224,-0.001900,0.469366,-0.003279,0.085565,0.309142,-0.001379,0.486087,0.896973,manual
1757491472.268340,0.159440,0.159428,-0.001900,0.469366,-0.003279,0.085565,0.309938,-0.001379,0.486016,0.896973,manual
1757491472.288353,0.161543,0.161540,0.001065,0.473195,-0.000318,0.080665,0.311655,-0.001383,0.485714,0.901855,manual
1757491472.298201,0.160610,0.160607,0.001066,0.473195,-0.000318,0.080665,0.312588,-0.001384,0.485519,0.901855,manual
1757491472.308196,0.159598,0.159595,0.001069,0.473195,-0.000318,0.080665,0.313600,-0.001387,0.485286,0.901855,manual
